GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "16037","Custer, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",106572,98852,105122,115951,193315,202245,213017,289036,294900,348027,372134,263301,313154,330641,181647,177649,152468,163708,165485,176001,199891,214560,248499,257340
 "16039","Elmore, ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",907964,894221,933848,973249,992554,1012003,1006977,1039348,942652,1026288,1017244,1006302,1103346,1103003,1122210,1232091,1230006,1261122,1263326,1258230,1292828,1299747,1377145,1484687
 "16039","Elmore, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",73.818,72.701,75.922,79.126,80.695,82.276,81.868,84.499,76.638,83.438,82.702,81.813,89.702,89.675,91.236,100.169,100.000,102.530,102.709,102.295,105.107,105.670,111.962,120.706
 "16039","Elmore, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",644230,652307,711980,776368,802284,842375,883454,931951,855061,947501,973163,977339,1099959,1111868,1112187,1195723,1230006,1279017,1304232,1317355,1470526,1619582,1749295,1907593
 "16041","Franklin, ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",225989,206070,224006,255763,280771,275551,288762,293451,263642,276059,268175,288249,286001,314509,332021,338444,343524,356295,371379,405050,423106,449666,478491,478281
 "16041","Franklin, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",65.785,59.987,65.208,74.452,81.733,80.213,84.059,85.424,76.746,80.361,78.066,83.909,83.255,91.553,96.651,98.521,100.000,103.717,108.109,117.910,123.166,130.898,139.289,139.228
 "16041","Franklin, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",165791,151379,169655,204329,221113,221351,249411,257869,227786,245069,253020,277847,284384,313913,326172,329454,343524,362155,386338,428967,482919,568282,624551,635124
 "16043","Fremont (includes Yellowstone Park), ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",252726,300359,258926,289587,271839,323648,330935,334371,460849,347431,362905,325627,332200,325586,328740,340804,330015,366209,383276,392560,387429,432354,454638,421489
 "16043","Fremont (includes Yellowstone Park), ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",76.580,91.014,78.459,87.750,82.372,98.071,100.279,101.320,139.645,105.277,109.966,98.670,100.662,98.658,99.614,103.269,100.000,110.967,116.139,118.952,117.397,131.010,137.763,127.718
 "16043","Fremont (includes Yellowstone Park), ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",174341,210114,186650,216636,208168,255711,277872,285850,377875,294439,323459,296773,312640,311871,318003,333309,330015,375283,402471,419415,443588,542896,583639,549767
 "16045","Gem, ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",261884,249105,249216,260854,270416,296492,309062,301674,295045,279139,279619,315966,329790,334247,342509,360546,399552,398779,415089,416453,470275,467464,489892,520667
 "16045","Gem, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",65.544,62.346,62.374,65.286,67.680,74.206,77.352,75.503,73.844,69.863,69.983,79.080,82.540,83.655,85.723,90.238,100.000,99.806,103.889,104.230,117.700,116.997,122.610,130.313
 "16045","Gem, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",177550,173428,177423,191972,205926,234870,252494,251459,250040,239158,243294,280644,299418,310780,326969,352749,399552,409323,438641,453852,536415,572823,634734,696050
 "16047","Gooding, ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",614769,519442,515002,643488,695746,649861,759915,741716,461369,799506,787820,807895,793872,1006177,869322,1003696,1078438,1109132,1199561,1243958,1207098,1141298,1042791,1309652
 "16047","Gooding, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",57.005,48.166,47.754,59.669,64.514,60.259,70.464,68.777,42.781,74.136,73.052,74.913,73.613,93.299,80.609,93.069,100.000,102.846,111.231,115.348,111.930,105.829,96.695,121.440
 "16047","Gooding, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",463668,384816,400909,540486,550582,515833,684749,681938,417689,747940,849785,895608,934500,1145929,892389,950017,1078438,1092346,1193072,1237441,1424478,1572578,1419686,1764618
 "16049","Idaho, ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",368002,378099,380911,393754,407456,401779,411690,448316,442751,467196,448214,461786,467885,450423,473018,431665,415457,417836,436720,460513,514819,474678,493488,505189
 "16049","Idaho, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",88.578,91.008,91.685,94.776,98.074,96.708,99.093,107.909,106.570,112.453,107.884,111.151,112.619,108.416,113.855,103.901,100.000,100.572,105.118,110.845,123.916,114.254,118.782,121.598
 "16049","Idaho, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",255459,269164,278631,300763,321811,328479,344839,383488,376624,405945,401271,423024,440611,433060,457252,421726,415457,429607,459970,498528,603044,611469,650067,680203
 "16051","Jefferson, ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",394383,476287,433734,460657,456915,520564,580815,598475,631498,580022,593758,573440,585003,576749,620579,681379,708776,781793,854087,875446,910943,1036041,1047197,1040502
 "16051","Jefferson, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",55.643,67.199,61.195,64.993,64.465,73.445,81.946,84.438,89.097,81.834,83.772,80.906,82.537,81.373,87.556,96.135,100.000,110.302,120.502,123.515,128.523,146.173,147.747,146.803
 "16051","Jefferson, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",281043,339022,321626,361364,356350,414008,498348,524078,531708,504626,545483,542954,571037,569218,611518,670147,708776,798049,897852,941011,1036172,1276087,1348442,1365785
 "16053","Jerome, ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",742328,702664,695205,731529,778309,815834,866868,871515,745399,919584,880406,942239,960659,1074205,1074017,1154299,1136027,1183972,1228717,1268193,1291941,1310125,1307530,1485692
 "16053","Jerome, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",65.344,61.853,61.196,64.394,68.511,71.815,76.307,76.716,65.615,80.947,77.499,82.942,84.563,94.558,94.542,101.608,100.000,104.220,108.159,111.634,113.724,115.325,115.097,130.780
 "16053","Jerome, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",560637,523113,539259,605880,620512,657704,768396,789069,657741,836149,881200,973024,1035479,1140905,1084386,1115271,1136027,1188300,1257012,1309759,1494054,1737080,1764451,2003890
 "16055","Kootenai, ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",3750725,3835401,4008652,4317679,4713338,4920490,5139262,5153365,4770747,5013150,4878270,4934929,5405358,5524228,5585758,5857522,6045951,6422914,6559142,6908572,7823155,7986847,8403039,8769037
 "16055","Kootenai, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",62.037,63.438,66.303,71.414,77.959,81.385,85.003,85.237,78.908,82.917,80.687,81.624,89.405,91.371,92.388,96.883,100.000,106.235,108.488,114.268,129.395,132.102,138.986,145.040
 "16055","Kootenai, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2716940,2831731,3009780,3337923,3759454,4067123,4368641,4448351,4201114,4434302,4365684,4507218,5017916,5235805,5394437,5737293,6045951,6591515,6878961,7413473,8845335,9774680,10770763,11538865
 "16057","Latah, ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1084109,1112554,1136332,1193534,1215860,1233606,1242864,1268289,1208014,1209048,1220947,1225189,1244590,1217137,1258078,1263222,1293554,1357918,1400199,1385391,1528899,1607491,1647193,1644179
 "16057","Latah, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",83.809,86.008,87.846,92.268,93.994,95.366,96.081,98.047,93.387,93.467,94.387,94.715,96.215,94.092,97.258,97.655,100.000,104.976,108.244,107.100,118.194,124.269,127.339,127.106
 "16057","Latah, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",756817,794495,831503,904583,942534,985577,1027629,1066335,1032337,1046387,1071162,1101542,1150996,1150891,1219817,1245459,1293554,1389053,1463556,1497015,1716305,1897374,2024365,2072466
 "16059","Lemhi, ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",193222,189500,197115,206081,215009,221065,225756,221851,221836,219191,210354,209164,211688,226549,226964,229537,226846,242103,251360,252614,276354,284204,317050,418470
 "16059","Lemhi, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",85.178,83.537,86.894,90.846,94.782,97.451,99.519,97.798,97.791,96.625,92.730,92.205,93.318,99.869,100.052,101.186,100.000,106.726,110.806,111.359,121.824,125.285,139.764,184.473
 "16059","Lemhi, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",137913,139288,148827,161326,173754,184866,194468,194875,198389,198194,192860,195806,202881,220619,221226,223961,226846,247364,262284,270346,314076,351485,404035,546067
